winner,turns,win_rate
Player2,84,0.5106732348111659
Player2,63,0.5098360655737705
Player2,18,0.5090016366612111
Player2,11,0.5081699346405228
Player2,36,0.5073409461663948
Player1,78,0.50814332247557
Player1,57,0.5089430894308943
Player1,18,0.5097402597402597
Player1,29,0.5105348460291734
Player2,13,0.5097087378640777
Player1,31,0.5105008077544426
Player1,26,0.5112903225806451
Player2,84,0.5104669887278583
Player2,23,0.5096463022508039
Player2,28,0.5088282504012841
Player2,125,0.5080128205128205
Player1,23,0.5088
Player2,63,0.5079872204472844
Player2,22,0.507177033492823
Player1,28,0.5079617834394905
Player2,42,0.5071542130365659
Player1,68,0.5079365079365079
Player2,16,0.5071315372424723
Player2,53,0.5063291139240507
Player2,54,0.5055292259083728
Player1,40,0.5063091482649842
Player1,15,0.5070866141732283
Player2,21,0.5062893081761006
Player1,65,0.5070643642072213
Player2,81,0.5062695924764891
Player1,33,0.5070422535211268
Player2,135,0.50625
Player2,52,0.5054602184087363
Player2,21,0.5046728971962616
Player2,26,0.5038880248833593
Player2,57,0.5031055900621118
Player1,29,0.5038759689922481
Player1,34,0.5046439628482973
Player1,69,0.5054095826893354
Player1,162,0.5061728395061729
Player1,31,0.5069337442218799
Player2,21,0.5061538461538462
Player2,50,0.5053763440860215
Player1,10,0.5061349693251533
Player2,50,0.5053598774885145
Player2,13,0.5045871559633027
Player2,42,0.5038167938931297
Player2,11,0.5030487804878049
Player2,32,0.502283105022831
Player1,42,0.5030395136778115
Player2,114,0.5022761760242792
Player2,37,0.5015151515151515
Player1,43,0.5022692889561271
Player1,40,0.5030211480362538
Player1,23,0.5037707390648567
Player1,28,0.5045180722891566
Player2,36,0.5037593984962406
Player1,64,0.5045045045045045
Player1,73,0.5052473763118441
Player1,72,0.5059880239520959
Player1,19,0.5067264573991032
Player2,13,0.5059701492537313
Player1,47,0.5067064083457526
Player1,52,0.5074404761904762
Player1,37,0.5081723625557206
Player2,63,0.5074183976261127
Player1,81,0.5081481481481481
Player2,13,0.507396449704142
Player2,48,0.5066469719350074
Player2,107,0.5058997050147492
Player2,54,0.5051546391752577
Player2,43,0.5044117647058823
Player1,29,0.5051395007342144
Player2,33,0.5043988269794721
Player1,13,0.5051244509516838
Player1,22,0.5058479532163743
Player1,27,0.5065693430656935
Player1,82,0.5072886297376094
Player2,36,0.5065502183406113
Player1,52,0.5072674418604651
Player1,9,0.5079825834542816
Player1,34,0.508695652173913
Player2,24,0.507959479015919
Player1,26,0.5086705202312138
Player1,143,0.5093795093795094
Player2,41,0.5086455331412104
Player1,23,0.5093525179856115
Player2,55,0.5086206896551724
Player2,78,0.5078909612625538
Player2,77,0.5071633237822349
Player1,45,0.5078683834048641
Player1,74,0.5085714285714286
Player2,12,0.5078459343794579
Player2,47,0.5071225071225072
Player1,23,0.5078236130867709
Player1,24,0.5085227272727273
Player2,30,0.5078014184397163
Player2,111,0.5070821529745042
Player1,39,0.5077793493635078
Player2,27,0.5070621468926554
Player1,37,0.5077574047954866
Player2,31,0.5070422535211268
Player1,117,0.5077355836849508
Player2,61,0.5070224719101124
Player1,15,0.5077138849929874
Player2,53,0.5070028011204482
Player2,30,0.5062937062937063
Player1,20,0.5069832402234636
Player2,22,0.5062761506276151
Player1,18,0.5069637883008357
Player2,16,0.5062586926286509
Player1,18,0.5069444444444444
Player2,16,0.5062413314840499
Player2,45,0.5055401662049861
Player2,22,0.5048409405255878
Player2,13,0.5041436464088398
Player2,22,0.503448275862069
Player1,20,0.5041322314049587
Player2,90,0.5034387895460798
Player1,42,0.5041208791208791
Player1,19,0.50480109739369
Player1,112,0.5054794520547945
Player2,18,0.5047879616963065
Player2,15,0.5040983606557377
Player2,50,0.5034106412005457
Player2,15,0.502724795640327
Player1,33,0.5034013605442177
Player2,21,0.5027173913043478
Player1,63,0.5033921302578019
Player2,19,0.502710027100271
Player1,45,0.503382949932341
Player1,18,0.504054054054054
Player1,35,0.50472334682861
Player2,137,0.5040431266846361
Player2,28,0.5033647375504711
Player1,28,0.5040322580645161
Player1,43,0.5046979865771812
Player1,28,0.5053619302949062
Player1,33,0.5060240963855421
Player1,32,0.5066844919786097
Player2,33,0.5060080106809078
Player1,14,0.5066666666666667
Player2,54,0.5059920106524634
Player1,120,0.5066489361702128
Player1,17,0.5073041168658698
Player2,21,0.506631299734748
Player1,27,0.5072847682119205
Player2,31,0.5066137566137566
Player1,59,0.5072655217965654
Player1,20,0.5079155672823219
Player2,26,0.5072463768115942
Player1,30,0.5078947368421053
Player2,63,0.507227332457293
Player2,89,0.5065616797900262
Player1,15,0.5072083879423329
Player1,42,0.5078534031413613
Player2,44,0.5071895424836601
Player1,20,0.5078328981723238
Player1,57,0.5084745762711864
Player1,126,0.5091145833333334
Player2,36,0.5084525357607282
Player2,43,0.5077922077922078
Player2,64,0.5071335927367056
Player1,62,0.5077720207253886
Player1,27,0.5084087968952135
Player2,105,0.5077519379844961
Player1,21,0.5083870967741936
Player2,19,0.5077319587628866
Player1,51,0.5083655083655083
Player2,69,0.5077120822622108
Player1,53,0.5083440308087291
Player1,32,0.5089743589743589
Player2,18,0.5083226632522407
Player1,26,0.5089514066496164
Player1,25,0.5095785440613027
Player1,62,0.5102040816326531
Player1,105,0.510828025477707
Player2,19,0.510178117048346
Player2,40,0.5095298602287166
Player2,29,0.5088832487309645
Player1,19,0.5095057034220533
Player1,26,0.5101265822784811
Player2,12,0.5094816687737042
Player1,108,0.51010101010101
Player2,78,0.5094577553593947
Player1,56,0.5100755667506297
Player1,19,0.5106918238993711
Player1,48,0.5113065326633166
Player2,14,0.5106649937264742
Player2,25,0.5100250626566416
Player2,56,0.509386733416771
Player1,20,0.51
Player2,64,0.5093632958801498
Player2,43,0.5087281795511222
Player2,36,0.5080946450809465
Player2,23,0.5074626865671642
Player1,49,0.5080745341614907
Player2,43,0.5074441687344913
Player2,66,0.506815365551425
Player1,22,0.5074257425742574
Player2,13,0.5067985166872683
Player1,46,0.5074074074074074
Player1,23,0.5080147965474723
Player1,52,0.5086206896551724
Player2,62,0.5079950799507995
Player1,16,0.5085995085995086
Player1,19,0.50920245398773
Player2,25,0.508578431372549
Player1,7,0.5091799265605875
Player1,46,0.5097799511002445
Player2,22,0.5091575091575091
Player2,15,0.5085365853658537
Player2,90,0.5079171741778319
Player2,31,0.5072992700729927
Player1,31,0.5078979343863913
Player2,19,0.5072815533980582
Player1,33,0.5078787878787879
Player1,46,0.5084745762711864
Player2,106,0.5078597339782346
Player1,44,0.5084541062801933
Player2,116,0.5078407720144753
Player2,71,0.5072289156626506
Player1,15,0.5078219013237064
Player1,22,0.5084134615384616
Player1,37,0.5090036014405762
Player2,15,0.5083932853717026
Player1,35,0.5089820359281437
Player2,23,0.5083732057416268
Player2,26,0.5077658303464755
Player2,21,0.5071599045346062
Player2,14,0.5065554231227652
Player1,22,0.5071428571428571
Player1,33,0.5077288941736029
Player1,30,0.5083135391923991
Player2,20,0.5077105575326216
Player2,39,0.5071090047393365
Player2,56,0.506508875739645
Player2,33,0.5059101654846335
Player2,16,0.5053128689492326
Player2,31,0.5047169811320755
Player1,17,0.5053003533568905
Player1,22,0.5058823529411764
Player1,45,0.5064629847238543
Player1,18,0.5070422535211268
Player2,18,0.5064478311840562
Player2,27,0.5058548009367682
Player2,82,0.5052631578947369
Player1,18,0.5058411214953271
Player2,30,0.5052508751458576
Player1,46,0.5058275058275058
Player2,18,0.5052386495925495
Player2,19,0.5046511627906977
Player1,21,0.5052264808362369
Player1,86,0.505800464037123
Player1,13,0.5063731170336037
Player1,100,0.5069444444444444
Player1,47,0.507514450867052
Player2,89,0.5069284064665127
Player2,50,0.5063437139561707
Player2,51,0.5057603686635944
Player2,28,0.5051783659378596
Player2,15,0.5045977011494253
Player2,40,0.5040183696900115
Player2,59,0.5034403669724771
Player1,59,0.5040091638029782
Player2,11,0.5034324942791762
Player2,32,0.5028571428571429
Player1,26,0.5034246575342466
Player1,19,0.5039908779931584
Player2,81,0.5034168564920274
Player1,29,0.5039817974971559
Player1,22,0.5045454545454545
Player1,53,0.5051078320090806
Player2,19,0.5045351473922902
Player1,19,0.5050962627406569
Player2,27,0.504524886877828
Player2,34,0.503954802259887
Player1,66,0.5045146726862303
Player2,46,0.503945885005637
Player1,48,0.5045045045045045
Player1,13,0.5050618672665916
Player2,13,0.5044943820224719
Player1,19,0.5050505050505051
Player1,26,0.5056053811659192
Player2,28,0.5050391937290034
Player2,53,0.5044742729306487
Player2,50,0.5039106145251396
Player1,70,0.5044642857142857
Player1,81,0.5050167224080268
Player1,80,0.5055679287305123
Player2,16,0.5050055617352615
Player1,34,0.5055555555555555
Player2,96,0.5049944506104328
Player1,96,0.5055432372505543
Player1,35,0.5060908084163898
Player2,17,0.5055309734513275
Player2,44,0.5049723756906077
Player2,27,0.5044150110375276
Player1,31,0.5049614112458655
Player1,48,0.5055066079295154
Player2,33,0.504950495049505
Player2,15,0.5043956043956044
Player2,92,0.5038419319429198
Player1,16,0.5043859649122807
Player2,20,0.5038335158817087
Player1,42,0.5043763676148797
Player1,87,0.5049180327868853
Player2,19,0.5043668122270742
Player1,25,0.504907306434024
Player2,31,0.5043572984749455
Player1,41,0.5048966267682263
Player2,23,0.5043478260869565
Player2,62,0.503800217155266
Player1,34,0.5043383947939263
Player2,82,0.5037919826652221
Player2,23,0.5032467532467533
Player2,40,0.5027027027027027
Player1,42,0.5032397408207343
Player1,19,0.5037756202804746
Player1,14,0.5043103448275862
Player2,46,0.503767491926803
Player2,29,0.5032258064516129
Player2,104,0.5026852846401718
Player1,38,0.5032188841201717
Player1,29,0.5037513397642015
Player1,108,0.5042826552462527
Player1,19,0.5048128342245989
Player1,14,0.5053418803418803
Player1,23,0.5058697972251868
Player1,28,0.5063965884861408
Player2,56,0.5058572949946751
Player1,24,0.5063829787234042
Player1,21,0.5069075451647184
Player2,19,0.5063694267515924
Player2,30,0.5058324496288441
Player1,98,0.5063559322033898
Player1,69,0.5068783068783069
Player1,34,0.507399577167019
Player1,117,0.5079197465681098
Player2,51,0.5073839662447257
Player2,36,0.5068493150684932
Player1,24,0.5073684210526316
